id	length	midBlast_Ctrl_rep1	midBlast_Ctrl_rep2	midBlast_Ctrl_rep3	midBlast_siTfap2c_rep1	midBlast_siTfap2c_rep2	midBlast_siTfap2c_rep3
Ofcc1	2816	0	0	0	21	15	12
Ofd1	4453	1041	1338	1269	597	630	412
Ogdh	6984	2385	2957	2761	2130	2224	1302
Ogdhl	3449	726	943	907	438	546	309
Ogfod1	5311	545	657	631	440	389	280
Ogfod2	1548	110	112	133	118	156	91
Ogfod3	1243	60	78	81	49	78	54
Ogfr	2288	198	228	173	132	173	130
Ogfrl1	4844	420	437	476	193	195	220
Ogg1	1543	135	139	121	79	85	63
Ogn	2540	76	107	109	68	57	59
Ogt	5397	3231	4099	4099	2249	2436	1951
Oip5	1557	253	254	244	143	161	120
Oit1	1251	0	2	9	9	11	7
Oit3	2716	6	1	1	32	21	14
Ola1	2304	1555	1934	1818	1317	1526	1513
Olah	1508	9	2	7	28	10	30
Olfm1	3428	334	399	437	239	284	245
Olfm2	1525	36	28	44	24	10	27
Olfm3	4980	0	0	0	6	2	10
Olfm4	1640	0	12	10	17	15	15
Olfml1	1969	4	0	2	10	26	4
Olfml2a	2409	13	40	44	23	27	20
Olfml2b	3095	4	0	0	22	9	19
Olfml3	1736	8	9	14	25	20	20
Olfr1	1248	0	2	2	8	4	6
Olfr10	936	0	0	0	8	6	2
Olfr100	927	0	0	0	0	0	0
Olfr1000	945	0	0	0	0	8	6
Olfr1002	957	0	0	0	10	4	16
Olfr1006	987	0	0	0	2	2	1
Olfr1008	942	0	0	0	2	4	4
Olfr1009	945	0	2	0	14	2	12
Olfr101	927	0	0	0	4	0	5
Olfr1010	936	0	0	0	0	0	7
Olfr1012	936	0	0	0	10	6	18
Olfr1013	918	0	0	0	0	3	0
Olfr1014	918	0	0	0	0	0	6
Olfr1015	1016	0	0	0	0	0	0
Olfr1016	930	0	0	0	2	4	8
Olfr1018	936	0	0	0	0	0	0
Olfr1019	933	2	0	0	0	5	10
Olfr102	1027	0	0	0	0	0	0
Olfr1020	1079	0	0	0	0	0	2
Olfr1022	948	0	2	0	0	0	10
Olfr1023	936	0	2	0	6	6	2
Olfr1024	984	0	0	0	0	2	0
Olfr1026	924	0	1	0	0	2	1
Olfr1028	975	0	0	0	0	0	3
Olfr1029	1061	0	0	0	0	6	8
Olfr103	942	0	0	0	0	4	6
Olfr1030	990	0	0	0	0	0	10
Olfr1031	1011	0	0	0	0	0	4
Olfr1032	933	0	0	0	0	8	2
Olfr1033	3743	0	0	0	1	4	0
Olfr1034	1023	0	0	0	0	0	0
Olfr1036	1015	0	0	0	0	2	0
Olfr1037	1125	0	0	0	6	2	8
Olfr1038-ps	1210	0	0	0	0	4	0
Olfr1039	960	0	0	0	0	10	4
Olfr1040	942	0	0	0	0	0	0
Olfr1042	1097	0	0	0	4	0	0
Olfr1043	945	0	0	0	4	0	3
Olfr1044	945	0	0	0	0	12	0
Olfr1045	948	0	0	0	6	8	10
Olfr1046	951	0	0	0	6	0	12
Olfr1047	960	0	0	0	0	0	1
Olfr1048	963	0	0	0	12	2	2
Olfr1049	927	0	0	0	0	4	14
Olfr1051	927	0	0	0	0	0	0
Olfr1052	939	0	0	0	0	0	2
Olfr1053	943	0	0	0	0	0	0
Olfr1054	939	0	0	0	0	2	2
Olfr1055	939	0	0	0	6	8	8
Olfr1056	1079	0	0	0	0	0	9
Olfr1057	948	0	0	0	0	2	1
Olfr1058	951	0	0	0	0	2	0
Olfr1061	942	0	0	0	0	0	4
Olfr1062	956	6	0	0	10	4	1
Olfr1065	992	0	0	1	2	0	0
Olfr1066	942	0	0	0	0	0	0
Olfr107	1033	0	0	2	0	0	10
Olfr1076	942	0	0	0	0	0	2
Olfr1077-ps1	578	0	1	0	1	0	2
Olfr1079	948	0	0	0	0	2	4
Olfr108	1038	0	0	0	0	0	0
Olfr1080	979	0	0	0	2	0	0
Olfr1082	990	0	0	0	0	0	1
Olfr1084	954	0	0	0	0	0	0
Olfr1085	942	0	0	0	2	0	0
Olfr1086	933	0	0	0	4	2	2
Olfr1087	942	0	0	0	0	12	0
Olfr1089	936	0	0	0	0	2	12
Olfr109	945	0	0	0	0	10	4
Olfr1090	942	0	0	0	0	1	0
Olfr1093	969	1	0	0	0	8	0
Olfr1094	1147	0	0	0	0	0	4
Olfr1095	927	0	0	0	0	0	0
Olfr1097	1223	0	0	0	6	2	0
Olfr1098	948	0	0	0	0	0	2
Olfr1099	939	0	0	0	4	2	4
Olfr11	942	0	0	0	2	0	0
Olfr110	1106	0	1	0	0	2	4
Olfr1100	966	0	0	0	0	2	6
Olfr1101	933	0	0	1	0	0	1
Olfr1102	1063	1	0	0	0	6	2
Olfr1104	933	0	0	0	8	2	6
Olfr1105	939	0	0	0	0	0	4
Olfr1106	939	0	1	0	2	1	1
Olfr1107	1108	0	0	0	0	0	0
Olfr1109	939	0	0	0	0	0	5
Olfr111	1041	0	0	0	4	2	8
Olfr1110	939	0	0	0	0	2	2
Olfr1111	940	0	0	0	2	2	5
Olfr1112	957	0	0	1	12	4	8
Olfr1113	981	0	0	0	0	0	4
Olfr1115	1102	0	0	0	6	2	8
Olfr1116	924	0	0	0	4	6	5
Olfr1118	996	0	0	0	0	0	0
Olfr112	3175	0	0	0	0	20	8
Olfr1120	945	0	0	0	1	4	4
Olfr1121	945	0	4	0	2	0	5
Olfr1122	981	0	0	0	2	2	4
Olfr1123	972	0	0	0	1	0	0
Olfr1124	957	0	0	0	4	15	6
Olfr1126	945	0	0	0	8	10	4
Olfr1128	936	4	6	2	6	12	12
Olfr1129	945	0	0	2	0	10	0
Olfr113	939	0	0	0	1	2	4
Olfr1130	1125	0	0	0	2	2	1
Olfr1131	930	0	0	0	12	11	0
Olfr1132	927	0	0	0	2	8	6
Olfr1133	942	0	0	0	0	0	4
Olfr1134	1125	0	0	0	4	4	7
Olfr1135	933	0	2	0	0	0	2
Olfr1136	1067	0	0	0	2	0	6
Olfr1137	933	0	0	0	0	0	2
Olfr1138	936	0	0	0	0	6	13
Olfr114	939	0	0	0	8	0	2
Olfr1140	1020	0	0	0	0	2	2
Olfr1141	936	0	0	0	0	0	6
Olfr1143	945	0	0	0	2	4	0
Olfr1145	978	0	0	0	4	10	1
Olfr1148	945	0	0	0	0	0	0
Olfr115	995	0	0	0	8	2	10
Olfr1151	927	0	0	0	0	4	10
Olfr1152	933	0	0	0	0	0	4
Olfr1153	957	0	0	0	8	2	10
Olfr1154	933	0	0	0	2	0	4
Olfr1155	945	0	0	0	2	4	3
Olfr1156	1076	0	0	0	2	2	14
Olfr1157	1112	0	0	0	4	8	6
Olfr1158	942	1	0	0	6	0	0
Olfr116	966	0	0	1	0	2	0
Olfr1160	960	0	0	8	10	2	8
Olfr1161	1012	0	0	0	2	0	2
Olfr1162	945	0	0	0	0	2	12
Olfr1163	1043	0	0	0	0	2	2
Olfr1164	1112	0	0	0	0	2	2
Olfr1166	1632	0	0	0	16	12	5
Olfr1167	1100	0	0	0	2	6	10
Olfr1168	939	0	0	0	0	4	0
Olfr117	954	4	0	0	1	18	5
Olfr1170	951	1	0	0	4	2	2
Olfr1173	939	0	0	0	12	0	5
Olfr1176	948	0	0	0	4	0	8
Olfr1178	972	0	0	0	0	0	8
Olfr1179	924	4	0	0	0	0	4
Olfr118	966	2	0	2	12	18	2
Olfr1180	1063	0	0	2	0	2	0
Olfr1181	936	0	0	0	0	0	0
Olfr1182	1178	0	0	0	4	0	0
Olfr1183	912	0	0	0	2	0	4
Olfr1184	936	0	0	0	0	14	4
Olfr1186	1090	0	0	0	2	0	2
Olfr1188	968	0	0	0	4	8	4
Olfr1189	921	0	0	0	6	1	10
Olfr119	1033	0	0	2	12	10	6
Olfr1193	957	0	0	0	0	6	0
Olfr1195	927	0	0	0	0	0	0
Olfr1196	945	2	2	0	0	2	0
Olfr1197	945	0	0	0	0	6	2
Olfr1198	927	0	0	0	0	6	0
Olfr1199	933	0	0	0	0	4	4
Olfr12	1121	0	0	0	8	2	12
Olfr120	993	0	0	0	8	12	14
Olfr1200	1011	0	2	0	0	0	0
Olfr1201	924	4	0	0	0	0	0
Olfr1202	930	0	0	0	0	2	0
Olfr1204	930	0	0	0	0	0	0
Olfr1205	1067	0	0	0	1	6	0
Olfr1206	924	0	0	0	0	0	4
Olfr1208	927	0	0	2	4	4	2
Olfr1209	933	0	0	0	0	0	0
Olfr121	1237	0	0	0	2	4	11
Olfr1211	936	0	0	2	8	0	4
Olfr1212	936	0	0	0	0	0	8
Olfr1213	1297	0	0	0	4	0	4
Olfr1214	936	0	0	0	0	2	4
Olfr1215	943	0	0	0	1	0	2
Olfr1216	936	0	0	0	0	0	0
Olfr1217	1105	0	6	0	8	16	12
Olfr1218	936	0	0	0	4	0	0
Olfr1219	936	0	0	4	0	6	22
Olfr122	1030	0	2	2	19	6	6
Olfr1220	1026	0	0	0	10	4	10
Olfr1221	936	0	0	0	2	0	0
Olfr1222	936	2	0	0	3	0	6
Olfr1223	1531	0	0	0	8	0	9
Olfr1225	1027	0	4	0	10	2	2
Olfr1226	933	2	0	2	8	6	16
Olfr1228	972	0	0	0	0	0	10
Olfr1229	936	0	2	0	8	2	6
Olfr123	930	0	0	0	0	4	2
Olfr1230	918	0	0	0	6	4	4
Olfr1231	942	0	0	0	2	4	0
Olfr1232	936	0	0	0	2	0	4
Olfr1233	918	0	0	0	4	20	8
Olfr1234	945	0	0	0	0	10	0
Olfr1238	948	0	0	0	4	8	4
Olfr1239	918	0	0	0	0	0	2
Olfr124	1122	0	0	0	6	2	8
Olfr1240	1074	0	2	2	12	2	17
Olfr1241	945	0	0	0	4	0	2
Olfr1242	1053	0	0	0	12	2	6
Olfr1243	918	0	0	2	0	6	0
Olfr1245	1062	0	0	0	0	2	4
Olfr1246	1078	0	0	0	0	0	0
Olfr1247	1065	0	0	0	4	0	0
Olfr1248	1078	0	0	0	2	2	2
Olfr1249	957	0	0	0	1	4	4
Olfr125	1118	0	0	0	2	4	0
Olfr1250	945	0	0	0	0	2	10
Olfr1251	957	0	0	0	0	6	6
Olfr1252	945	0	0	4	2	2	4
Olfr1253	957	0	2	0	4	4	12
Olfr1254	945	0	0	0	0	0	4
Olfr1255	933	0	0	0	4	0	0
Olfr1256	921	0	0	0	2	3	1
Olfr1257	930	0	0	0	14	0	0
Olfr1258	936	0	0	0	4	0	0
Olfr1259	930	0	0	0	1	4	2
Olfr126	960	0	2	0	12	2	2
Olfr1260	933	0	0	2	10	2	18
Olfr1261	921	0	0	0	10	6	16
Olfr1262	915	0	0	0	2	0	2
Olfr1263	921	0	0	0	1	2	4
Olfr1264	927	0	0	0	10	8	8
Olfr1265	930	0	0	0	6	4	0
Olfr1269	930	0	0	0	14	2	2
Olfr127	972	0	0	0	2	6	2
Olfr1270	1018	0	2	0	8	7	2
Olfr1271	918	0	0	0	0	10	6
Olfr1272	927	0	0	0	4	4	8
Olfr1273-ps	924	0	0	0	0	0	6
Olfr1274-ps	1035	0	0	0	0	0	6
Olfr1275	939	0	2	0	0	0	0
Olfr1276	939	0	0	1	6	2	6
Olfr1277	912	0	0	0	8	0	2
Olfr1278	942	0	0	0	0	8	0
Olfr1279	942	0	0	0	0	5	0
Olfr128	927	0	0	0	0	0	2
Olfr1280	918	0	0	0	0	0	8
Olfr1281	918	0	0	0	0	4	0
Olfr1282	918	0	0	0	1	4	8
Olfr1283	918	0	0	0	6	6	0
Olfr1284	936	0	0	0	0	2	2
Olfr1286	918	0	0	0	0	0	7
Olfr1287	918	0	1	0	4	4	10
Olfr1288	939	0	0	2	0	0	4
Olfr1289	897	0	0	3	0	0	14
Olfr129	1238	0	0	0	0	14	11
Olfr1290	1286	0	0	0	2	6	0
Olfr1294	939	0	0	0	0	0	0
Olfr1295	939	0	0	0	0	2	12
Olfr1297	939	0	0	0	0	0	4
Olfr1298	939	0	0	0	0	0	2
Olfr1299	996	1	4	0	4	0	5
Olfr13	933	0	0	0	2	10	4
Olfr130	954	0	0	0	8	14	6
Olfr1300-ps1	2235	0	0	0	2	8	4
Olfr1301	939	0	0	0	10	2	6
Olfr1302	948	0	0	6	2	0	0
Olfr1303	939	0	0	0	4	10	3
Olfr1305	939	0	0	0	0	0	4
Olfr1306	939	0	0	0	4	0	2
Olfr1307	939	0	0	0	0	0	0
Olfr1308	963	0	0	0	2	0	0
Olfr1309	963	4	0	0	2	1	3
Olfr131	945	0	0	0	8	4	2
Olfr1310	939	0	0	0	1	2	0
Olfr1311	939	0	0	0	2	14	0
Olfr1312	954	0	0	0	2	0	0
Olfr1313	936	0	0	2	0	4	10
Olfr1314	939	1	0	0	0	0	0
Olfr1316	945	0	0	0	2	2	0
Olfr1317	951	0	0	2	2	2	0
Olfr1318	1110	0	0	0	1	0	0
Olfr132	942	0	0	0	0	2	2
Olfr1320	960	0	0	0	0	0	4
Olfr1321	960	0	0	0	0	1	2
Olfr1322	933	0	0	0	0	0	6
Olfr1323	930	0	0	0	2	0	0
Olfr1324	999	0	6	0	4	2	0
Olfr1325	948	0	0	0	2	1	2
Olfr1328	942	0	1	4	0	6	3
Olfr1329	942	0	2	0	2	12	15
Olfr133	939	0	0	0	8	0	24
Olfr1330	948	0	4	2	10	11	16
Olfr1331	954	0	0	2	12	6	4
Olfr1333	954	0	0	0	4	15	4
Olfr1335	1008	0	0	0	10	0	8
Olfr1336	945	0	0	0	4	2	0
Olfr1337	951	1	0	0	2	6	16
Olfr1338	942	0	0	0	2	2	2
Olfr1339	948	0	0	0	8	11	10
Olfr134	939	0	0	0	2	4	0
Olfr1340	948	0	0	2	0	4	16
Olfr1341	939	0	0	0	5	4	2
Olfr1342	948	0	0	0	10	14	24
Olfr1344	966	0	0	0	0	4	2
Olfr1346	942	0	0	0	2	1	8
Olfr1347	960	0	0	0	6	3	9
Olfr1348	939	0	0	0	0	0	10
Olfr1349	954	0	0	0	14	8	2
Olfr135	939	0	0	0	0	4	3
Olfr1350	927	0	0	2	12	26	14
Olfr1351	960	0	0	0	2	6	8
Olfr1352	1174	0	0	0	4	4	8
Olfr1353	1266	1	0	0	8	2	14
Olfr1354	1095	0	0	0	0	3	0
Olfr1355	1148	0	0	0	1	0	3
Olfr1356	963	0	0	0	4	2	0
Olfr1357	1160	0	2	2	6	7	17
Olfr1359	1884	1	0	0	0	0	4
Olfr136	939	0	0	0	0	0	6
Olfr1360	980	0	0	0	0	0	0
Olfr1361	954	0	0	0	16	10	17
Olfr1362	985	0	0	0	1	4	1
Olfr1364	945	0	0	0	0	0	3
Olfr1366	1054	0	0	0	12	2	4
Olfr1367	951	0	0	0	14	0	9
Olfr1368	945	0	0	0	0	4	14
Olfr137	939	0	0	2	2	0	14
Olfr1370	951	0	0	0	2	12	10
Olfr1371	936	2	0	0	10	10	4
Olfr1372-ps1	1768	6	42	22	14	35	44
Olfr1373	936	0	2	0	8	16	11
Olfr1375	942	0	0	0	6	0	8
Olfr1377	924	0	0	0	11	8	9
Olfr1378	948	0	0	0	2	10	2
Olfr138	939	0	0	2	0	0	0
Olfr1380	936	0	0	0	3	10	0
Olfr1381	936	0	0	0	0	3	6
Olfr1382	936	0	0	0	8	10	7
Olfr1383	936	0	0	0	15	1	6
Olfr1384	1034	0	0	0	13	16	10
Olfr1385	930	0	0	0	4	14	16
Olfr1386	1128	0	0	0	10	10	9
Olfr1387	936	0	6	0	13	16	2
Olfr1388	936	0	0	0	2	4	9
Olfr1389	1073	0	0	4	0	4	6
Olfr139	948	0	0	0	2	0	16
Olfr1390	936	0	0	0	10	6	0
Olfr1391	936	0	0	0	4	26	8
Olfr1392	1026	0	0	0	4	18	24
Olfr1393	936	0	0	0	4	13	14
Olfr1394	939	0	0	0	19	18	4
Olfr1395	954	0	0	0	4	14	16
Olfr1396	981	0	0	0	10	4	7
Olfr140	909	0	0	0	0	0	4
Olfr1402	963	0	0	0	2	8	0
Olfr1404	1034	0	0	0	6	2	0
Olfr1406	1063	0	0	0	5	6	2
Olfr1408	933	0	1	0	0	2	4
Olfr141	977	0	0	0	0	2	0
Olfr1410	969	0	0	0	16	12	4
Olfr1411	972	0	2	6	12	12	18
Olfr1412	966	2	6	6	8	12	16
Olfr1413	1082	2	0	4	14	4	16
Olfr1414	1189	0	2	0	0	25	25
Olfr1415	936	0	0	2	24	28	9
Olfr1416	939	0	0	0	12	12	17
Olfr1417	948	0	0	0	2	6	6
Olfr1418	957	0	0	0	6	2	5
Olfr1419	1032	0	4	2	11	8	9
Olfr142	918	0	0	0	0	10	10
Olfr1420	930	0	2	0	12	8	2
Olfr1423	933	0	0	0	16	2	19
Olfr1424	942	0	0	0	12	0	4
Olfr1425	936	12	0	2	15	20	7
Olfr1426	1673	6	4	3	17	8	18
Olfr1427	936	0	0	10	16	16	10
Olfr1428	945	2	4	2	12	7	10
Olfr143	942	0	0	0	4	10	4
Olfr1431	939	0	0	2	4	1	1
Olfr1432	1044	0	4	0	4	22	11
Olfr1434	1076	0	0	0	6	4	7
Olfr1436	948	0	0	0	4	6	2
Olfr1437	939	0	0	0	6	2	7
Olfr1440	948	0	0	0	10	5	2
Olfr1441	957	0	0	0	4	1	4
Olfr1442	1065	0	0	0	4	5	0
Olfr1443	4337	0	2	2	6	8	14
Olfr1444	960	0	0	4	8	8	2
Olfr1445	945	0	0	0	0	6	6
Olfr1446	927	0	0	0	0	0	2
Olfr1447	930	0	0	0	5	0	0
Olfr1448	945	0	0	0	0	2	2
Olfr1449	945	0	0	0	6	2	4
Olfr145	933	2	0	0	0	0	4
Olfr1450	978	0	0	0	0	6	2
Olfr1451	933	0	0	0	0	0	2
Olfr1453	924	0	0	0	0	4	4
Olfr1454	924	0	0	0	4	4	8
Olfr1457	954	0	0	0	0	0	0
Olfr1459	924	2	0	0	6	4	4
Olfr146	921	0	0	0	30	12	4
Olfr1461	939	0	0	0	1	0	2
Olfr1462	924	0	0	4	0	8	18
Olfr1463	933	0	0	0	0	2	2
Olfr1465	924	0	0	0	2	2	2
Olfr1466	933	0	0	0	0	4	0
Olfr1467	927	0	0	0	0	2	0
Olfr1469	930	0	0	0	0	0	2
Olfr147	1175	0	0	0	4	8	14
Olfr1471	945	0	0	0	0	0	0
Olfr1472	945	0	0	0	2	2	2
Olfr1474	945	0	0	0	2	6	8
Olfr1475	945	0	0	0	4	0	6
Olfr1477	1100	0	0	0	5	2	5
Olfr148	933	0	0	0	2	0	14
Olfr1480	948	0	0	2	6	2	1
Olfr1484	948	0	4	0	3	2	4
Olfr1487	948	2	0	0	0	4	4
Olfr1489	942	0	0	0	10	0	4
Olfr149	936	0	0	2	4	3	1
Olfr1490	951	0	0	0	0	1	0
Olfr1491	960	0	4	0	16	10	14
Olfr1494	948	6	3	4	14	8	10
Olfr1495	960	0	0	0	4	14	8
Olfr1496	1067	0	2	0	0	4	10
Olfr1497	945	0	0	0	8	2	7
Olfr1499	945	0	0	0	0	2	2
Olfr15	939	0	0	2	9	12	6
Olfr150	939	0	2	0	12	10	2
Olfr1500	936	0	0	0	0	6	1
Olfr1501	948	0	0	0	0	2	3
Olfr1502	951	0	0	0	5	4	4
Olfr1504	948	0	0	0	10	16	9
Olfr1505	951	0	2	0	4	8	4
Olfr1506	2168	0	0	0	0	0	0
Olfr1507	1679	0	0	0	2	8	4
Olfr1508	1865	0	0	0	12	6	8
Olfr1509	1010	0	0	0	9	10	10
Olfr151	1085	2	0	0	10	10	15
Olfr1510	1039	0	1	0	4	2	13
Olfr1511	957	0	2	2	6	4	23
Olfr1512	942	0	0	0	2	0	2
Olfr1513	942	0	0	0	0	0	4
Olfr152	951	1	0	0	0	8	8
Olfr153	924	2	0	2	6	1	8
Olfr1532-ps1	924	0	0	0	0	1	0
Olfr1535	981	0	0	0	0	2	6
Olfr1537	945	0	0	0	3	2	8
Olfr154	1079	0	0	2	0	6	10
Olfr155	1172	0	0	0	10	0	12
Olfr156	1099	0	0	0	6	6	7
Olfr157	1766	0	0	0	16	22	12
Olfr159	960	0	0	0	13	4	6
Olfr16	1050	0	0	0	0	0	10
Olfr160	933	0	0	0	4	2	5
Olfr161	942	10	23	4	10	6	4
Olfr164	948	0	0	0	8	0	1
Olfr165	942	0	0	0	12	3	2
Olfr166	939	0	0	0	2	0	0
Olfr167	939	0	0	0	9	6	5
Olfr168	939	0	0	0	2	4	4
Olfr169	942	2	0	0	6	8	14
Olfr17	948	0	0	0	11	17	2
Olfr170	942	0	0	2	4	6	8
Olfr171	945	0	0	0	0	8	4
Olfr172	1088	2	0	0	6	4	2
Olfr173	1164	0	0	0	8	0	0
Olfr175-ps1	1029	0	0	0	6	3	4
Olfr176	928	0	0	0	0	0	0
Olfr177	930	0	0	0	0	0	0
Olfr178	960	0	0	0	0	0	0
Olfr18	1156	2	2	0	12	4	7
Olfr180	1142	0	0	0	2	0	0
Olfr181	1391	0	0	0	4	2	2
Olfr183	1196	0	0	0	0	1	1
Olfr186	930	0	0	0	0	0	0
Olfr187	1087	0	0	0	0	2	4
Olfr19	930	0	0	0	0	0	10
Olfr190	924	0	0	0	0	0	0
Olfr191	930	0	0	0	0	0	5
Olfr192	924	0	0	0	0	0	0
Olfr193	930	1	0	0	2	1	0
Olfr194	921	0	0	0	0	0	0
Olfr195	927	0	0	0	0	4	2
Olfr196	930	0	0	0	0	0	0
Olfr197	926	0	0	0	0	0	0
Olfr198	921	0	2	0	0	4	6
Olfr199	927	0	0	0	4	0	5
Olfr2	1250	0	0	0	0	0	0
Olfr20	1062	0	0	0	15	14	19
Olfr201	927	0	0	0	8	0	0
Olfr202	924	0	0	0	6	8	2
Olfr203	921	0	0	0	0	0	0
Olfr204	918	0	0	0	8	2	6
Olfr205	918	0	0	0	0	0	2
Olfr206	921	0	0	0	6	0	4
Olfr207	918	0	0	0	0	0	0
Olfr208	918	0	0	0	0	0	0
Olfr209	918	0	0	0	0	0	0
Olfr211	930	0	2	0	4	4	4
Olfr212	2672	0	8	0	0	11	10
Olfr213	984	0	0	0	0	0	0
Olfr214	963	0	0	2	13	8	8
Olfr215	933	2	2	0	0	2	4
Olfr218	942	0	0	0	2	2	14
Olfr220	978	0	0	0	6	8	14
Olfr221	936	0	0	2	10	13	12
Olfr222	957	0	2	0	6	20	12
Olfr223	960	0	0	0	0	6	0
Olfr224	945	0	1	2	3	0	4
Olfr225	1260	0	0	0	14	6	8
Olfr228	942	0	0	0	2	0	0
Olfr229	924	0	0	0	2	2	16
Olfr23	978	0	0	0	4	2	0
Olfr231	924	0	0	0	0	0	6
Olfr235	939	0	0	0	2	0	0
Olfr237-ps1	933	0	0	8	4	4	6
Olfr239	948	0	0	0	2	0	6
Olfr24	942	0	2	0	7	10	0
Olfr242	917	0	0	0	0	0	0
Olfr243	951	0	0	0	0	0	1
Olfr247	1890	0	0	0	0	0	0
Olfr248	1010	0	0	0	6	12	8
Olfr25	1068	0	0	0	0	6	0
Olfr250	996	0	0	0	0	0	0
Olfr251	951	0	0	0	0	0	0
Olfr257	960	0	0	0	0	0	0
Olfr259	939	0	0	0	2	0	6
Olfr26	931	0	0	0	4	0	0
Olfr262	939	2	0	0	2	2	7
Olfr263	954	0	0	0	18	0	23
Olfr266	951	0	0	4	2	4	15
Olfr267	942	0	2	0	12	4	4
Olfr27	1039	0	0	0	0	0	0
Olfr270	939	0	2	0	0	2	6
Olfr272	960	0	0	0	6	8	9
Olfr273	954	0	0	0	9	6	2
Olfr275	960	0	0	0	0	0	2
Olfr279	933	0	0	0	12	14	20
Olfr281	936	0	0	0	2	2	9
Olfr282	928	0	0	4	5	2	4
Olfr283	930	0	4	0	9	4	16
Olfr284	918	2	3	0	22	9	2
Olfr285	960	0	0	0	0	0	0
Olfr286	1451	0	1	2	8	7	18
Olfr287	1776	0	2	2	15	19	16
Olfr288	2083	0	10	2	18	14	11
Olfr290	948	0	0	0	6	4	12
Olfr291	1159	0	0	0	2	0	7
Olfr292	1077	0	0	0	3	4	6
Olfr293	1011	0	0	0	0	0	2
Olfr294	1008	0	0	0	6	0	2
Olfr295	930	0	0	0	6	0	2
Olfr297	933	0	0	0	4	2	4
Olfr298	999	0	0	0	0	0	0
Olfr299	993	0	0	0	4	2	6
Olfr29-ps1	963	0	0	0	1	16	5
Olfr3	942	0	0	0	0	1	0
Olfr30	1066	0	0	0	8	2	13
Olfr301	1209	0	0	0	0	0	2
Olfr303	960	4	0	0	2	4	2
Olfr304	1002	0	0	0	6	0	6
Olfr305	960	0	0	0	0	0	0
Olfr307	942	0	0	0	1	0	5
Olfr308	927	0	1	0	2	0	1
Olfr309	927	0	0	0	0	0	0
Olfr31	954	1	6	3	24	27	31
Olfr310	1082	0	0	0	2	0	3
Olfr311	927	2	0	0	4	6	8
Olfr312	927	0	0	0	5	4	11
Olfr313	1074	0	0	0	9	3	14
Olfr314	1131	0	0	4	12	4	0
Olfr315	998	0	4	0	14	4	2
Olfr316	921	4	0	0	2	6	4
Olfr317	1128	0	0	0	10	9	12
Olfr318	1026	0	0	0	30	2	16
Olfr319	921	0	0	0	8	2	12
Olfr32	1241	4	0	0	3	6	1
Olfr320	921	0	0	0	20	10	10
Olfr322	984	0	0	0	4	0	6
Olfr323	972	0	0	2	0	4	2
Olfr324	1122	2	2	6	14	14	2
Olfr325	1041	0	0	0	4	4	4
Olfr328	933	0	0	0	12	2	5
Olfr329-ps	1037	0	0	0	6	4	7
Olfr33	957	0	0	0	2	2	9
Olfr330	1082	0	4	0	4	10	7
Olfr331	975	0	0	0	4	2	9
Olfr332	1601	0	2	0	25	19	29
Olfr338	921	0	0	0	4	4	2
Olfr339	930	0	0	0	0	2	4
Olfr340	939	0	0	0	0	4	6
Olfr341	942	0	0	0	2	4	22
Olfr342	939	0	0	2	8	4	1
Olfr344	930	0	0	0	12	4	8
Olfr345	936	0	0	0	0	8	12
Olfr346	930	0	0	0	2	0	0
Olfr347	939	0	0	0	6	6	2
Olfr348	942	0	0	0	2	0	6
Olfr350	939	0	0	0	3	2	9
Olfr351	933	0	0	0	4	0	2
Olfr352	948	0	0	0	8	4	16
Olfr353	936	0	0	0	0	2	3
Olfr354	954	0	0	0	5	6	0
Olfr355	933	0	0	0	0	6	2
Olfr356	948	0	0	0	0	4	0
Olfr357	927	0	0	0	0	10	14
Olfr358	993	0	0	0	0	4	4
Olfr360	954	0	1	0	7	8	0
Olfr361	969	0	0	0	0	4	0
Olfr362	954	0	0	0	4	4	8
Olfr365	939	0	0	0	0	2	4
Olfr366	930	0	0	2	4	6	13
Olfr367-ps	1103	0	0	0	10	7	16
Olfr368	984	0	0	0	12	6	22
Olfr370	1096	0	0	0	22	29	38
Olfr371	939	0	2	0	4	4	0
Olfr372	1016	0	0	0	3	7	6
Olfr373	945	0	2	0	5	10	5
Olfr374	1080	0	0	0	6	2	2
Olfr376	1210	7	8	2	18	11	8
Olfr378	1080	0	0	0	6	14	1
Olfr38	954	2	0	0	0	0	4
Olfr380	936	0	0	0	2	14	0
Olfr381	936	0	0	6	2	8	8
Olfr382	939	0	0	0	0	0	6
Olfr384	939	0	0	0	0	3	8
Olfr385	939	0	2	0	2	0	2
Olfr389	1395	0	0	0	5	0	3
Olfr39	1098	0	0	0	4	8	8
Olfr390	936	0	0	0	0	6	4
Olfr391-ps	1120	0	0	0	0	10	4
Olfr392	1069	0	0	0	2	2	2
Olfr393	939	0	0	0	0	3	4
Olfr394	933	0	0	0	0	4	6
Olfr395	939	0	2	0	2	2	10
Olfr397	948	0	0	0	8	8	6
Olfr398	945	0	0	0	18	6	8
Olfr399	1003	0	0	0	9	2	12
Olfr401	948	0	2	0	14	14	10
Olfr402	948	0	0	0	4	18	2
Olfr403	942	1	0	0	6	0	5
Olfr406	972	0	0	0	30	12	8
Olfr410	948	0	0	0	2	7	4
Olfr411	1049	0	0	0	6	6	8
Olfr412	939	0	0	0	9	12	2
